TRIPID,HOUSEID,PERSONID,TDTRPNUM,STRTTIME,TRPMILES,LOOP_TRIP,TRIPPURP,TRAVDAY,HOMEOWN,HHSIZE,HHFAMINC,HHSTATE,WRKCOUNT,LIF_CYC,URBAN,URBANSIZE,CENSUS_D,HH_RACE,EDUC,WORKER,WHYTRP90,R_AGE_IMP,R_SEX_IMP,OBHUR,DBHUR,OBPPOPDN,DBPPOPDN,TRAVELMODE
11271,2309,1,3,1230,0.668,2,HBSHOP,5,2,1,1,NY,0,1,2,6,2,1,2,2,10,71,2,C,C,7000,3000,WALK
11272,2310,1,1,1000,0.346,2,HBO,1,2,1,2,FL,0,9,2,6,5,1,3,2,4,67,1,R,R,300,300,WALK
11273,2310,1,2,1115,0.346,2,HBO,1,2,1,2,FL,0,9,2,6,5,1,3,2,4,67,1,R,R,300,300,WALK
11274,2310,1,3,1500,0.346,2,HBSOCREC,1,2,1,2,FL,0,9,2,6,5,1,3,2,8,67,1,R,R,300,300,WALK
11275,2310,1,4,1545,0.346,2,HBSOCREC,1,2,1,2,FL,0,9,2,6,5,1,3,2,8,67,1,R,R,300,300,WALK
11276,2311,1,1,700,8.847,2,HBW,3,2,1,7,NY,1,1,1,5,2,1,5,1,1,69,1,U,U,30000,30000,BUS
11277,2311,1,2,1645,9.571,2,HBW,3,2,1,7,NY,1,1,1,5,2,1,5,1,1,69,1,U,U,30000,30000,BUS
11278,2312,1,1,1100,1.66,2,HBSHOP,3,2,2,2,DC,0,2,1,5,5,2,3,2,3,63,2,U,U,17000,17000,OTHER
11279,2312,1,2,1230,0.18,2,NHB,3,2,2,2,DC,0,2,1,5,5,2,3,2,3,63,2,U,U,17000,17000,OTHER
11280,2312,1,3,1330,1.092,2,HBSHOP,3,2,2,2,DC,0,2,1,5,5,2,3,2,3,63,2,U,U,17000,17000,OTHER
11281,2312,2,1,740,19.798,2,HBSOCREC,3,2,2,2,DC,0,2,1,5,5,2,2,2,10,26,1,U,U,17000,17000,PASSENGER
11282,2312,2,2,1700,17.833,2,HBSOCREC,3,2,2,2,DC,0,2,1,5,5,2,2,2,10,26,1,U,U,17000,17000,PASSENGER
11283,2313,1,1,1300,0.37,2,HBSHOP,5,2,1,-9,NC,0,9,4,6,5,2,1,2,3,69,2,T,T,300,300,PASSENGER
11284,2313,1,2,1410,0.37,2,HBSHOP,5,2,1,-9,NC,0,9,4,6,5,2,1,2,3,69,2,T,T,300,300,PASSENGER
11285,2314,1,1,1045,1.993,2,HBO,3,2,1,1,MD,0,1,2,6,5,2,2,2,6,65,2,T,T,3000,300,TAXI
11286,2314,1,2,1200,0.796,2,NHB,3,2,1,1,MD,0,1,2,6,5,2,2,2,3,65,2,T,T,300,300,TAXI
11287,2314,1,3,1225,1.353,2,HBSHOP,3,2,1,1,MD,0,1,2,6,5,2,2,2,6,65,2,T,T,300,3000,TAXI
11288,2315,1,1,1200,3.574,2,HBSOCREC,1,2,1,2,GA,0,9,1,1,5,2,1,2,8,77,2,C,C,3000,3000,PASSENGER
11289,2315,1,2,1300,6.47,2,NHB,1,2,1,2,GA,0,9,1,1,5,2,1,2,8,77,2,C,C,3000,1500,PASSENGER
11290,2315,1,3,2000,5.431,2,HBSOCREC,1,2,1,2,GA,0,9,1,1,5,2,1,2,8,77,2,C,C,1500,3000,PASSENGER
11291,2316,1,1,900,1.515,2,HBSHOP,3,2,1,1,SC,0,1,2,6,5,2,2,2,10,27,1,R,R,300,750,WALK
11292,2316,1,2,1000,0.691,2,NHB,3,2,1,1,SC,0,1,2,6,5,2,2,2,8,27,1,R,R,750,750,WALK
11293,2316,1,3,1100,1.083,2,HBSOCREC,3,2,1,1,SC,0,1,2,6,5,2,2,2,8,27,1,R,R,750,300,WALK
11294,2316,1,4,1132,0.091,2,HBSOCREC,3,2,1,1,SC,0,1,2,6,5,2,2,2,8,27,1,R,R,300,300,WALK
11295,2316,1,5,1134,0.091,2,HBSOCREC,3,2,1,1,SC,0,1,2,6,5,2,2,2,8,27,1,R,R,300,300,WALK
11296,2317,1,1,1530,8.606,2,HBSHOP,3,2,1,2,TX,0,9,1,4,7,2,2,2,4,61,1,S,U,7000,7000,BUS
11297,2317,1,2,1700,8.832,2,HBSHOP,3,2,1,2,TX,0,9,1,4,7,2,2,2,4,61,1,U,S,7000,7000,BUS
11298,2317,1,3,1915,0.724,2,HBSHOP,3,2,1,2,TX,0,9,1,4,7,2,2,2,3,61,1,S,C,7000,7000,WALK
11299,2317,1,4,1940,0.248,2,NHB,3,2,1,2,TX,0,9,1,4,7,2,2,2,3,61,1,C,S,7000,7000,WALK
11300,2317,1,5,2030,0.652,2,HBSHOP,3,2,1,2,TX,0,9,1,4,7,2,2,2,3,61,1,S,S,7000,7000,WALK
11301,2318,1,1,636,0.718,2,HBW,3,2,1,5,TX,1,1,1,4,7,1,3,1,1,35,2,S,S,7000,7000,DRIVE
11302,2318,1,2,1610,0.656,2,HBW,3,2,1,5,TX,1,1,1,4,7,1,3,1,1,35,2,S,S,7000,7000,WALK
11303,2319,1,1,700,3.356,2,HBO,6,2,1,-7,TX,0,1,1,3,7,97,4,2,4,41,2,C,S,7000,1500,RAIL
11304,2319,1,2,1000,4.265,2,NHB,6,2,1,-7,TX,0,1,1,3,7,97,4,2,3,41,2,S,C,1500,3000,WALK
11305,2319,1,3,1430,7.704,2,NHB,6,2,1,-7,TX,0,1,1,3,7,97,4,2,10,41,2,C,U,3000,1500,RAIL
11306,2319,1,4,1900,5.793,2,HBSOCREC,6,2,1,-7,TX,0,1,1,3,7,97,4,2,3,41,2,U,C,1500,7000,RAIL
11307,2320,1,1,845,2.627,2,HBSHOP,5,2,1,3,GA,0,1,1,5,5,2,5,2,3,53,2,U,U,17000,7000,RAIL
11308,2320,1,2,1015,2.695,2,HBSHOP,5,2,1,3,GA,0,1,1,5,5,2,5,2,3,53,2,U,U,7000,17000,RAIL
11309,2320,1,3,1220,6.069,2,HBSHOP,5,2,1,3,GA,0,1,1,5,5,2,5,2,3,53,2,U,U,17000,7000,BUS
11310,2320,1,4,1520,6.253,2,HBSHOP,5,2,1,3,GA,0,1,1,5,5,2,5,2,3,53,2,U,U,7000,17000,BUS
11311,2321,1,1,1752,0.651,2,HBSHOP,4,2,2,10,IL,2,2,1,5,3,1,5,1,3,43,2,U,U,30000,17000,WALK
11312,2321,1,2,1807,0.245,2,NHB,4,2,2,10,IL,2,2,1,5,3,1,5,1,3,43,2,U,U,17000,7000,WALK
11313,2321,1,3,1818,0.423,2,NHB,4,2,2,10,IL,2,2,1,5,3,1,5,1,4,43,2,U,U,7000,17000,WALK
11314,2321,1,4,1840,1.156,2,NHB,4,2,2,10,IL,2,2,1,5,3,1,5,1,3,43,2,U,U,17000,30000,WALK
11315,2321,1,5,1903,0.235,2,HBSHOP,4,2,2,10,IL,2,2,1,5,3,1,5,1,4,43,2,U,U,30000,30000,WALK
11316,2321,2,1,940,2.418,2,HBW,4,2,2,10,IL,2,2,1,5,3,1,4,1,1,43,1,U,U,30000,7000,BUS
11317,2321,2,2,1815,1.015,2,NHB,4,2,2,10,IL,2,2,1,5,3,1,4,1,10,43,1,U,U,7000,17000,WALK
11318,2321,2,3,2055,2.06,2,HBSOCREC,4,2,2,10,IL,2,2,1,5,3,1,4,1,1,43,1,U,U,17000,30000,PASSENGER
11319,2322,1,1,845,3.037,2,HBW,5,2,2,7,NY,2,2,1,5,2,1,4,1,1,35,2,U,U,30000,30000,BUS
11320,2322,1,2,1735,4.861,2,HBW,5,2,2,7,NY,2,2,1,5,2,1,4,1,1,35,2,U,U,30000,30000,BUS
11321,2322,2,1,840,4.271,2,HBW,5,2,2,7,NY,2,2,1,5,2,1,4,1,1,32,1,U,U,30000,30000,BUS
11322,2322,2,2,1805,7.161,2,NHB,5,2,2,7,NY,2,2,1,5,2,1,4,1,3,32,1,U,U,30000,30000,BUS
11323,2322,2,3,1909,0.565,2,HBSHOP,5,2,2,7,NY,2,2,1,5,2,1,4,1,1,32,1,U,U,30000,30000,WALK
11324,2323,1,1,850,0.201,2,HBSHOP,6,1,2,-7,NY,0,10,1,5,2,1,5,2,3,78,1,U,U,30000,30000,WALK
11325,2323,1,2,910,0.201,2,HBSHOP,6,1,2,-7,NY,0,10,1,5,2,1,5,2,3,78,1,U,U,30000,30000,WALK
11326,2323,1,3,1420,0.765,2,HBSHOP,6,1,2,-7,NY,0,10,1,5,2,1,5,2,3,78,1,U,U,30000,30000,WALK
11327,2323,1,4,1450,0.692,2,NHB,6,1,2,-7,NY,0,10,1,5,2,1,5,2,3,78,1,U,U,30000,30000,WALK
11328,2323,1,5,1515,0.071,2,NHB,6,1,2,-7,NY,0,10,1,5,2,1,5,2,3,78,1,U,U,30000,30000,WALK
11329,2323,1,6,1530,0.137,2,HBSHOP,6,1,2,-7,NY,0,10,1,5,2,1,5,2,3,78,1,U,U,30000,30000,WALK
11330,2323,2,1,1430,0.766,2,HBSHOP,6,1,2,-7,NY,0,10,1,5,2,1,3,2,3,76,2,U,U,30000,30000,WALK
11331,2323,2,2,1450,0.692,2,NHB,6,1,2,-7,NY,0,10,1,5,2,1,3,2,3,76,2,U,U,30000,30000,WALK
11332,2323,2,3,1515,0.071,2,NHB,6,1,2,-7,NY,0,10,1,5,2,1,3,2,3,76,2,U,U,30000,30000,WALK
11333,2323,2,4,1530,0.137,2,HBSHOP,6,1,2,-7,NY,0,10,1,5,2,1,3,2,3,76,2,U,U,30000,30000,WALK
11334,2324,1,1,1100,0.901,2,HBSHOP,6,2,1,-7,NM,0,1,1,3,8,1,3,2,10,59,1,U,U,30000,17000,OTHER
11335,2324,1,2,1400,14.373,2,NHB,6,2,1,-7,NM,0,1,1,3,8,1,3,2,11,59,1,U,S,17000,300,BUS
11336,2324,1,3,1830,1110.727,2,NHB,6,2,1,-7,NM,0,1,1,3,8,1,3,2,11,59,1,S,S,300,750,OTHER
11337,2324,1,4,15,1.888,2,HBO,6,2,1,-7,NM,0,1,1,3,8,1,3,2,11,59,1,S,S,750,750,DRIVE
11338,2325,1,1,745,3.203,2,HBW,6,2,1,7,CA,1,1,1,5,9,3,5,1,1,25,2,U,U,30000,30000,RAIL
11339,2325,1,2,1210,0.59,2,NHB,6,2,1,7,CA,1,1,1,5,9,3,5,1,4,25,2,U,U,30000,17000,WALK
11340,2325,1,3,1240,0.59,2,NHB,6,2,1,7,CA,1,1,1,5,9,3,5,1,4,25,2,U,U,17000,30000,WALK
11341,2325,1,4,1645,3.169,2,HBW,6,2,1,7,CA,1,1,1,5,9,3,5,1,1,25,2,U,U,30000,30000,RAIL
11342,2325,1,5,2000,2.432,2,HBSOCREC,6,2,1,7,CA,1,1,1,5,9,3,5,1,10,25,2,U,U,30000,30000,TAXI
11343,2325,1,6,2345,2.28,2,HBSOCREC,6,2,1,7,CA,1,1,1,5,9,3,5,1,10,25,2,U,U,30000,30000,TAXI
11344,2326,1,1,1430,7.843,2,HBSOCREC,1,2,3,7,NY,3,2,1,5,2,1,4,1,8,25,1,U,U,30000,17000,DRIVE
11345,2326,1,2,1930,8.523,2,HBSOCREC,1,2,3,7,NY,3,2,1,5,2,1,4,1,8,25,1,U,U,17000,30000,RAIL
11346,2326,2,1,1345,1.784,2,HBW,1,2,3,7,NY,3,2,1,5,2,1,4,1,1,28,1,U,U,30000,30000,CYCLE
11347,2326,2,2,2345,0.333,2,NHB,1,2,3,7,NY,3,2,1,5,2,1,4,1,10,28,1,U,U,30000,30000,WALK
11348,2326,3,1,1500,1.784,2,HBW,1,2,3,7,NY,3,2,1,5,2,1,2,1,1,21,1,U,U,30000,30000,CYCLE
11349,2326,3,2,2330,0.333,2,NHB,1,2,3,7,NY,3,2,1,5,2,1,2,1,10,21,1,U,U,30000,30000,WALK
11350,2326,3,3,200,1.881,2,HBSOCREC,1,2,3,7,NY,3,2,1,5,2,1,2,1,1,21,1,U,U,30000,30000,CYCLE
11351,2327,1,1,1000,1.94,2,HBSHOP,7,1,1,1,OR,0,1,1,1,9,1,2,2,3,47,2,T,T,1500,300,RAIL
11352,2327,1,2,1030,1.939,2,HBSHOP,7,1,1,1,OR,0,1,1,1,9,1,2,2,3,47,2,T,T,300,1500,RAIL
11353,2328,1,1,720,1.028,2,HBO,4,2,5,2,CA,0,6,1,1,9,1,3,2,4,51,1,C,C,7000,7000,WALK
11354,2328,1,2,750,1.028,2,HBO,4,2,5,2,CA,0,6,1,1,9,1,3,2,4,51,1,C,C,7000,7000,WALK
11355,2328,1,3,1420,1.028,2,HBO,4,2,5,2,CA,0,6,1,1,9,1,3,2,4,51,1,C,C,7000,7000,WALK
11356,2328,1,4,1450,1.028,2,HBO,4,2,5,2,CA,0,6,1,1,9,1,3,2,4,51,1,C,C,7000,7000,WALK
11357,2328,3,1,720,1.028,2,HBO,4,2,5,2,CA,0,6,1,1,9,1,-1,-1,5,11,1,C,C,7000,7000,WALK
11358,2328,3,2,1450,1.028,2,HBO,4,2,5,2,CA,0,6,1,1,9,1,-1,-1,5,11,1,C,C,7000,7000,WALK
11359,2328,4,1,720,1.028,2,HBO,4,2,5,2,CA,0,6,1,1,9,1,-1,-1,5,10,2,C,C,7000,7000,WALK
11360,2328,4,2,1450,1.028,2,HBO,4,2,5,2,CA,0,6,1,1,9,1,-1,-1,5,10,2,C,C,7000,7000,WALK
11361,2328,5,1,720,0.97,2,HBO,4,2,5,2,CA,0,6,1,1,9,1,-1,-1,5,9,2,C,C,7000,7000,WALK
11362,2328,5,2,1450,0.97,2,HBO,4,2,5,2,CA,0,6,1,1,9,1,-1,-1,5,9,2,C,C,7000,7000,WALK
11363,2329,1,1,1540,1.604,2,NHB,1,2,1,1,WI,0,1,1,4,3,6,3,2,8,25,2,U,U,7000,17000,CYCLE
11364,2329,1,2,2230,1.415,2,NHB,1,2,1,1,WI,0,1,1,4,3,6,3,2,10,25,2,U,U,17000,17000,TAXI
11365,2329,1,3,0,1.408,2,HBSOCREC,1,2,1,1,WI,0,1,1,4,3,6,3,2,10,25,2,U,U,17000,17000,TAXI
11366,2330,1,1,730,10.775,2,HBO,1,2,1,1,NC,0,1,4,6,5,2,3,2,5,61,2,T,R,300,300,PASSENGER
11367,2330,1,2,1355,0.872,2,NHB,1,2,1,1,NC,0,1,4,6,5,2,3,2,3,61,2,R,R,300,300,PASSENGER
11368,2330,1,3,1420,10.21,2,HBSHOP,1,2,1,1,NC,0,1,4,6,5,2,3,2,5,61,2,R,T,300,300,PASSENGER
11369,2331,2,1,830,7.72,2,HBW,2,1,7,3,SC,2,4,4,6,5,6,1,1,1,32,1,R,R,50,50,PASSENGER
11370,2331,2,2,1430,7.72,2,HBW,2,1,7,3,SC,2,4,4,6,5,6,1,1,1,32,1,R,R,50,50,PASSENGER
11371,2331,4,1,600,3.341,2,HBSHOP,2,1,7,3,SC,2,4,4,6,5,6,1,2,10,22,2,T,R,750,300,PASSENGER
11372,2331,4,2,730,3.699,2,HBSHOP,2,1,7,3,SC,2,4,4,6,5,6,1,2,10,22,2,R,T,300,750,PASSENGER
11373,2331,4,3,1330,3.341,2,HBSHOP,2,1,7,3,SC,2,4,4,6,5,6,1,2,10,22,2,T,R,750,300,PASSENGER
11374,2331,4,4,1430,5.936,2,NHB,2,1,7,3,SC,2,4,4,6,5,6,1,2,10,22,2,R,T,300,750,PASSENGER
11375,2331,4,5,1545,9.512,2,HBSHOP,2,1,7,3,SC,2,4,4,6,5,6,1,2,10,22,2,T,T,750,750,PASSENGER
11376,2331,5,1,600,7.052,2,HBSHOP,2,1,7,3,SC,2,4,4,6,5,6,2,1,3,51,1,R,R,50,300,PASSENGER
11377,2331,5,2,625,24.445,2,NHB,2,1,7,3,SC,2,4,4,6,5,6,2,1,1,51,1,R,S,300,1500,PASSENGER
11378,2331,5,3,1130,5.192,2,NHB,2,1,7,3,SC,2,4,4,6,5,6,2,1,2,51,1,S,T,1500,300,PASSENGER
11379,2331,5,4,1145,7.04,2,NHB,2,1,7,3,SC,2,4,4,6,5,6,2,1,2,51,1,T,S,300,1500,PASSENGER
11380,2331,5,5,1200,31.492,2,HBW,2,1,7,3,SC,2,4,4,6,5,6,2,1,1,51,1,S,R,1500,50,PASSENGER
11381,2332,1,1,1350,1.037,2,HBW,4,2,4,4,NC,2,4,1,2,5,2,2,1,1,57,2,C,C,7000,3000,TAXI
11382,2332,1,2,2120,1.285,2,HBW,4,2,4,4,NC,2,4,1,2,5,2,2,1,1,57,2,C,C,3000,7000,PASSENGER
11383,2332,2,1,1500,12.103,2,HBSOCREC,4,2,4,4,NC,2,4,1,2,5,2,2,2,10,25,1,C,T,7000,1500,PASSENGER
11384,2332,2,2,1730,11.912,2,HBSOCREC,4,2,4,4,NC,2,4,1,2,5,2,2,2,10,25,1,T,C,1500,7000,PASSENGER
11385,2332,3,1,830,12.17,2,HBW,4,2,4,4,NC,2,4,1,2,5,2,2,1,1,27,2,C,S,7000,3000,TAXI
11386,2332,3,2,1700,12.593,2,HBW,4,2,4,4,NC,2,4,1,2,5,2,2,1,1,27,2,S,C,3000,7000,TAXI
11387,2333,1,1,1133,1.446,2,HBSHOP,7,2,1,2,WI,0,9,1,1,3,1,3,2,3,64,2,T,T,750,3000,PASSENGER
11388,2333,1,2,1154,1.461,2,HBSHOP,7,2,1,2,WI,0,9,1,1,3,1,3,2,3,64,2,T,T,3000,750,PASSENGER
11389,2333,1,3,1900,1.08,2,HBO,7,2,1,2,WI,0,9,1,1,3,1,3,2,5,64,2,T,T,750,7000,PASSENGER
11390,2333,1,4,2225,1.08,2,HBO,7,2,1,2,WI,0,9,1,1,3,1,3,2,5,64,2,T,T,7000,750,PASSENGER
11391,2334,1,1,1045,0.862,2,HBO,3,2,1,2,GA,0,1,1,2,5,1,2,2,4,32,2,S,S,1500,3000,CYCLE
11392,2334,1,2,1055,1.786,2,NHB,3,2,1,2,GA,0,1,1,2,5,1,2,2,10,32,2,S,S,3000,1500,CYCLE
11393,2334,1,3,1215,0.358,2,NHB,3,2,1,2,GA,0,1,1,2,5,1,2,2,4,32,2,S,S,1500,1500,CYCLE
11394,2334,1,4,1520,0.943,2,NHB,3,2,1,2,GA,0,1,1,2,5,1,2,2,4,32,2,S,C,1500,3000,CYCLE
11395,2334,1,5,1536,0.404,2,NHB,3,2,1,2,GA,0,1,1,2,5,1,2,2,4,32,2,C,C,3000,1500,CYCLE
11396,2334,1,6,1538,0.57,2,NHB,3,2,1,2,GA,0,1,1,2,5,1,2,2,3,32,2,C,C,1500,3000,CYCLE
11397,2334,1,7,1555,0.57,2,NHB,3,2,1,2,GA,0,1,1,2,5,1,2,2,3,32,2,C,C,3000,1500,CYCLE
11398,2334,1,8,1605,0.405,2,NHB,3,2,1,2,GA,0,1,1,2,5,1,2,2,11,32,2,C,C,1500,3000,CYCLE
11399,2334,1,9,1607,1.524,2,NHB,3,2,1,2,GA,0,1,1,2,5,1,2,2,11,32,2,C,S,3000,1500,CYCLE
11400,2334,1,10,1614,0.221,2,NHB,3,2,1,2,GA,0,1,1,2,5,1,2,2,11,32,2,S,S,1500,1500,CYCLE
11401,2334,1,11,1617,0.419,2,NHB,3,2,1,2,GA,0,1,1,2,5,1,2,2,11,32,2,S,S,1500,1500,CYCLE
11402,2334,1,12,1620,0.473,2,NHB,3,2,1,2,GA,0,1,1,2,5,1,2,2,11,32,2,S,S,1500,1500,CYCLE
11403,2334,1,13,1631,0.108,2,NHB,3,2,1,2,GA,0,1,1,2,5,1,2,2,11,32,2,S,S,1500,7000,CYCLE
11404,2334,1,14,1634,0.016,2,NHB,3,2,1,2,GA,0,1,1,2,5,1,2,2,11,32,2,S,S,7000,1500,CYCLE
11405,2334,1,15,1636,0.071,2,NHB,3,2,1,2,GA,0,1,1,2,5,1,2,2,11,32,2,S,S,1500,7000,CYCLE
11406,2334,1,16,1638,0.341,2,NHB,3,2,1,2,GA,0,1,1,2,5,1,2,2,11,32,2,S,S,7000,1500,CYCLE
11407,2334,1,17,1641,0.588,2,HBO,3,2,1,2,GA,0,1,1,2,5,1,2,2,4,32,2,S,S,1500,1500,CYCLE
11408,2335,1,1,800,4.557,2,HBW,5,2,2,3,MD,1,3,1,1,5,2,3,1,1,42,2,C,T,3000,1500,PASSENGER
11409,2335,1,2,1430,4.891,2,HBW,5,2,2,3,MD,1,3,1,1,5,2,3,1,1,42,2,T,C,1500,3000,DRIVE
11410,2335,1,3,1840,0.299,2,HBSHOP,5,2,2,3,MD,1,3,1,1,5,2,3,1,3,42,2,C,C,3000,3000,WALK
11411,2335,1,4,1903,0.299,2,HBSHOP,5,2,2,3,MD,1,3,1,1,5,2,3,1,3,42,2,C,C,3000,3000,WALK
11412,2336,1,1,1145,2.899,2,HBSHOP,3,2,2,4,GA,0,10,1,1,5,1,2,2,4,85,1,T,C,300,3000,PASSENGER
11413,2336,1,2,1300,2.923,2,HBSHOP,3,2,2,4,GA,0,10,1,1,5,1,2,2,4,85,1,C,T,3000,300,PASSENGER
11414,2336,1,3,1810,0.038,2,HBO,3,2,2,4,GA,0,10,1,1,5,1,2,2,11,85,1,T,T,300,300,WALK
11415,2336,1,4,1955,0.038,2,HBO,3,2,2,4,GA,0,10,1,1,5,1,2,2,11,85,1,T,T,300,300,WALK
11416,2336,2,1,1145,2.899,2,HBSHOP,3,2,2,4,GA,0,10,1,1,5,1,5,2,3,81,2,T,C,300,3000,PASSENGER
11417,2336,2,2,1300,2.923,2,HBSHOP,3,2,2,4,GA,0,10,1,1,5,1,5,2,3,81,2,C,T,3000,300,PASSENGER
11418,2336,2,3,1810,0.038,2,HBSOCREC,3,2,2,4,GA,0,10,1,1,5,1,5,2,8,81,2,T,T,300,300,WALK
11419,2336,2,4,1955,0.038,2,HBSOCREC,3,2,2,4,GA,0,10,1,1,5,1,5,2,8,81,2,T,T,300,300,WALK
11420,2337,2,1,1700,2.3,2,HBSHOP,7,1,2,1,SC,0,10,1,1,5,2,1,2,3,66,1,C,C,1500,3000,DRIVE
11421,2337,2,2,1745,0.771,2,NHB,7,1,2,1,SC,0,10,1,1,5,2,1,2,3,66,1,C,T,3000,750,DRIVE
11422,2337,2,3,1810,0.709,2,NHB,7,1,2,1,SC,0,10,1,1,5,2,1,2,3,66,1,T,T,750,750,DRIVE
11423,2337,2,4,1817,1.683,2,HBSHOP,7,1,2,1,SC,0,10,1,1,5,2,1,2,3,66,1,T,C,750,1500,DRIVE
11424,2338,1,1,950,18.253,2,HBO,4,1,1,-7,GA,0,9,1,5,5,2,3,2,6,63,2,T,S,750,3000,PASSENGER
11425,2338,1,2,1135,16.538,2,NHB,4,1,1,-7,GA,0,9,1,5,5,2,3,2,3,63,2,S,S,3000,1500,PASSENGER
11426,2338,1,3,1220,1.433,2,HBSHOP,4,1,1,-7,GA,0,9,1,5,5,2,3,2,6,63,2,S,T,1500,750,PASSENGER
11427,2339,1,1,1220,3.208,2,HBSHOP,5,2,1,1,SC,0,1,1,1,5,2,2,2,3,61,2,C,T,1500,750,PASSENGER
11428,2339,1,2,1450,0.592,2,NHB,5,2,1,1,SC,0,1,1,1,5,2,2,2,3,61,2,T,C,750,3000,PASSENGER
11429,2339,1,3,1650,9.65,2,NHB,5,2,1,1,SC,0,1,1,1,5,2,2,2,10,61,2,C,R,3000,300,PASSENGER
11430,2339,1,4,1750,6.865,2,NHB,5,2,1,1,SC,0,1,1,1,5,2,2,2,3,61,2,R,C,300,1500,PASSENGER
11431,2339,1,5,1835,0.6,2,HBSHOP,5,2,1,1,SC,0,1,1,1,5,2,2,2,3,61,2,C,C,1500,1500,PASSENGER
11432,2340,1,1,908,0.782,2,HBO,2,2,1,2,CA,1,1,1,5,9,1,3,1,4,54,1,U,U,17000,30000,WALK
11433,2340,1,2,925,4.404,2,NHB,2,2,1,2,CA,1,1,1,5,9,1,3,1,1,54,1,U,U,30000,7000,RAIL
11434,2340,1,3,2330,5.027,2,NHB,2,2,1,2,CA,1,1,1,5,9,1,3,1,4,54,1,U,U,7000,17000,RAIL
11435,2341,1,1,1000,0.689,2,HBSHOP,2,2,1,2,TX,0,9,1,4,7,1,3,2,3,70,2,T,T,1500,750,RAIL
11436,2341,1,2,1130,1.124,2,HBSHOP,2,2,1,2,TX,0,9,1,4,7,1,3,2,3,70,2,T,T,750,1500,RAIL
11437,2342,1,1,845,5.542,2,HBW,3,2,1,11,NY,1,1,1,5,2,1,4,1,1,36,1,U,U,30000,30000,BUS
11438,2342,1,2,1235,0.636,2,NHB,3,2,1,11,NY,1,1,1,5,2,1,4,1,4,36,1,U,U,30000,30000,WALK
11439,2342,1,3,1340,0.636,2,HBO,3,2,1,11,NY,1,1,1,5,2,1,4,1,1,36,1,U,U,30000,30000,WALK
11440,2342,1,4,1750,4.755,2,HBO,3,2,1,11,NY,1,1,1,5,2,1,4,1,11,36,1,U,U,30000,30000,BUS
11441,2343,1,1,1500,0.281,2,HBO,2,2,1,8,NY,0,9,1,5,2,-7,3,2,4,67,1,U,U,30000,30000,WALK
11442,2343,1,2,1530,0.034,2,NHB,2,2,1,8,NY,0,9,1,5,2,-7,3,2,3,67,1,U,U,30000,30000,WALK
11443,2343,1,3,1532,0.237,2,HBSHOP,2,2,1,8,NY,0,9,1,5,2,-7,3,2,4,67,1,U,U,30000,30000,WALK
11444,2344,1,1,1400,4.716,2,HBSOCREC,6,2,1,1,CA,0,1,1,5,9,1,4,2,10,59,2,U,S,30000,50,BUS
11445,2344,1,2,2000,4.492,2,HBSOCREC,6,2,1,1,CA,0,1,1,5,9,1,4,2,10,59,2,S,U,50,30000,BUS
11446,2345,1,1,850,1.6,2,HBSHOP,7,2,1,1,HI,0,9,1,3,9,3,3,2,3,55,1,U,U,17000,30000,RAIL
11447,2345,1,2,1020,1.323,2,HBSHOP,7,2,1,1,HI,0,9,1,3,9,3,3,2,3,55,1,U,U,30000,17000,RAIL
11448,2345,1,3,1800,1.333,1,HBO,7,2,1,1,HI,0,9,1,3,9,3,3,2,10,55,1,U,U,17000,17000,WALK
11449,2346,1,1,1100,2.665,2,HBSHOP,1,2,1,2,CA,0,9,1,5,9,2,5,2,3,76,2,U,U,17000,17000,RAIL
11450,2346,1,2,1230,0.18,2,NHB,1,2,1,2,CA,0,9,1,5,9,2,5,2,10,76,2,U,U,17000,17000,WALK
11451,2346,1,3,1400,1.669,2,NHB,1,2,1,2,CA,0,9,1,5,9,2,5,2,8,76,2,U,S,17000,3000,PASSENGER
11452,2346,1,4,1730,3.943,2,HBSOCREC,1,2,1,2,CA,0,9,1,5,9,2,5,2,8,76,2,S,U,3000,17000,PASSENGER
11453,2347,1,1,1000,4.663,2,HBSHOP,6,2,1,1,ND,0,1,1,1,4,1,3,2,3,60,2,C,C,7000,7000,RAIL
11454,2347,1,2,1205,4.969,2,HBSHOP,6,2,1,1,ND,0,1,1,1,4,1,3,2,3,60,2,C,C,7000,7000,RAIL
11455,2348,1,1,1030,0.364,2,HBSHOP,2,2,1,2,WI,0,9,1,4,3,1,3,2,10,71,1,U,U,17000,17000,WALK
11456,2348,1,2,1230,3.346,2,NHB,2,2,1,2,WI,0,9,1,4,3,1,3,2,4,71,1,U,U,17000,17000,RAIL
11457,2348,1,3,1745,4.366,2,HBO,2,2,1,2,WI,0,9,1,4,3,1,3,2,4,71,1,U,U,17000,17000,RAIL
11458,2348,1,4,1900,0.651,2,HBSHOP,2,2,1,2,WI,0,9,1,4,3,1,3,2,3,71,1,U,U,17000,17000,WALK
11459,2348,1,5,1940,0.651,2,HBSHOP,2,2,1,2,WI,0,9,1,4,3,1,3,2,3,71,1,U,U,17000,17000,WALK
11460,2349,1,1,500,209.425,2,HBO,2,2,1,1,WI,1,1,1,2,3,2,2,1,11,49,2,C,U,3000,7000,RAIL
